Peak,Energy,FWHM,RiseTime,Centroid,label
1.2,1.3397939,0.983854,0.24090968,0.50732565,1
1.2,1.1341063,0.95587206,0.23867759,0.55288154,1
1.2,1.0847508,0.6226417,0.39250085,0.5566144,1
1.2,1.1296604,0.6731988,0.14545245,0.5041151,1
1.2,1.6184196,1.0,0.0650416,0.58529747,1
1.2,0.900888,0.6232063,0.25198168,0.547576,1
1.2,1.4228017,0.79033124,0.05,0.52954906,1
1.2,1.2423326,0.75909424,0.089820616,0.52117926,1
1.2,1.0999458,0.6670114,0.39130482,0.53671986,1
1.2,1.2385855,1.0,0.2782293,0.509098,1
1.2,1.2817996,0.76319504,0.2291458,0.47440138,1
1.2,0.8465632,0.5678074,0.3643937,0.50659245,1
1.2,1.2617177,0.7569646,0.28903854,0.6404634,1
1.2,1.1407516,0.76685244,0.35157737,0.53440124,1
1.2,1.4805773,0.95456356,0.26381856,0.48121133,1
0.9498813,0.57269,0.6446606,0.13542181,0.48392996,2
0.9945369,0.47482407,0.6321142,0.31004894,0.41067016,2
1.1439915,0.5870554,0.60429907,0.21734528,0.51988775,2
0.97901005,0.38075468,0.4510722,0.25098255,0.42445573,2
0.9255532,0.30281213,0.5246302,0.32196546,0.45957878,2
0.8302202,0.28983942,0.5142943,0.21430036,0.49653137,2
1.0385051,0.3732522,0.4793878,0.12873748,0.49660572,2
0.89681137,0.4000404,0.6970062,0.06685609,0.49978265,2
0.81175226,0.47395882,0.8546821,0.05,0.4888896,2
1.0584618,0.2864112,0.23978454,0.06531499,0.48796898,2
0.95254326,0.35403648,0.44362068,0.10848952,0.4842918,2
1.0876757,0.4064052,0.51685506,0.05,0.4950023,2
1.061903,0.7089834,0.82106197,0.30167657,0.5444342,2
0.9507886,0.20399861,0.3086804,0.05,0.5035114,2
1.0544466,0.41146126,0.3809458,0.26523834,0.51513875,2
1.2,0.74547,0.6627425,0.2691765,0.44962534,2
0.8389238,0.545817,0.8816457,0.32431155,0.5611169,2
0.88885415,0.2827125,0.43604794,0.4,0.49621975,2
1.0194188,0.56990635,0.7643559,0.4,0.47319534,2
1.0524843,0.839319,0.9705926,0.090312585,0.50264436,2
1.0980909,0.630942,0.7214317,0.15163426,0.51079863,2
0.87234294,0.44267097,0.787633,0.05094502,0.4798988,2
1.1448009,0.9163845,0.86863244,0.05,0.46943742,2
1.0412273,0.73652864,0.8685733,0.31031665,0.4769046,2
0.98841256,0.42216054,0.5123008,0.05347681,0.4941711,2
0.7696836,0.1,0.36778283,0.05,0.58009887,2
1.1543313,0.24818026,0.26679018,0.20911807,0.48175302,2
0.87485325,0.37133813,0.64588404,0.10094659,0.51293194,2
0.8624908,0.40138593,0.69697756,0.21649602,0.47501433,2
1.0865076,0.49047494,0.55163276,0.22953235,0.5391763,2
1.0367686,0.49580333,0.5835024,0.18922523,0.47382346,2
1.0420414,0.5858917,0.6501213,0.33064514,0.58203334,2
1.2,0.97245467,0.7160218,0.18677032,0.51972705,2
0.8879404,0.48932877,0.67081106,0.18138671,0.47928017,2
1.1812328,0.48298988,0.4268203,0.30662552,0.49520844,2
1.0542849,0.6592751,0.883164,0.18781358,0.5004206,2
1.2,1.0058001,0.6041871,0.31864712,0.49131712,2
1.0676128,0.50706387,0.648068,0.4,0.5447811,2
0.98858196,0.48837012,0.5060649,0.0845818,0.46452206,2
0.9792379,0.41991112,0.5132058,0.06624879,0.49082983,2
0.96325576,0.38748437,0.4698078,0.074687496,0.48067093,2
0.8688683,0.41608092,0.58048826,0.3560093,0.5074839,2
1.2,0.69533765,0.5496745,0.2172275,0.42978245,2
0.92892164,0.5033735,0.7149828,0.10506243,0.48542678,2
0.9794016,0.33856592,0.42730594,0.16036856,0.46043542,2
1.0194136,0.5372161,0.6033319,0.05,0.4707636,2
1.0692381,0.38795805,0.37770846,0.05,0.53258294,2
1.1090666,0.5579905,0.51499265,0.1917228,0.475224,2
1.2,0.60131806,0.54204935,0.29007462,0.5340696,2
0.9437726,0.5640132,0.7586628,0.05,0.5338338,2
1.0590901,0.27605128,0.44726363,0.20538804,0.48908666,2
0.7661584,0.30203775,0.57325274,0.1277318,0.45631543,2
0.9035754,0.4768543,0.7210291,0.3009975,0.5232856,2
1.0048559,0.44545716,0.46297005,0.21304369,0.4798106,2
0.9668246,0.28542674,0.41289496,0.080164,0.54174846,2
1.1732222,0.526552,0.4957653,0.22261076,0.59839416,2
1.0866835,0.43113837,0.5582497,0.20844704,0.50126374,2
1.051255,0.5178703,0.5712565,0.12287962,0.5010625,2
0.93169874,0.32550168,0.5162473,0.13878822,0.5131922,2
0.9882891,0.6860416,0.7422537,0.4,0.5193182,2
1.0638487,0.71860677,0.73494285,0.1456265,0.59801567,2
1.2,1.0378118,0.7119066,0.39649582,0.4828442,2
1.0643017,0.30299827,0.33232185,0.13589312,0.47432083,2
0.92967343,0.28017494,0.36867335,0.38991523,0.5246851,2
1.1524216,0.15171812,0.2,0.324545,0.46205258,2
1.0300627,0.7677703,0.8241403,0.21782827,0.48522037,2
0.6989303,0.24086426,0.7238988,0.21426661,0.5290511,2
0.8929359,0.4677117,0.74473,0.0873768,0.5592747,2
1.0075046,0.41503447,0.48701206,0.26634485,0.6144388,2
0.94762623,0.41494697,0.5996303,0.24668537,0.4107022,2
1.0415998,0.26853967,0.3826513,0.05,0.4922944,2
1.0660821,0.42918935,0.49188468,0.29184645,0.5080527,2
0.9224346,0.4841276,0.7640527,0.33046204,0.46338835,2
1.1284169,0.6051585,0.6321326,0.20659742,0.53172535,2
1.2,1.0325962,0.78175426,0.13844454,0.53930074,2
1.2,0.59176,0.48102683,0.17189251,0.5082808,2
1.0727669,0.7090946,0.7575837,0.25699583,0.5602822,2
1.1364967,0.6113995,0.6271192,0.1831952,0.56013006,2
1.1108924,0.41332418,0.39938483,0.15813687,0.4445939,2
0.86124533,0.28885064,0.49093556,0.24070935,0.54657143,2
0.96277875,0.21342652,0.2994353,0.20461468,0.5154582,2
0.9138229,0.18876076,0.3694622,0.16606687,0.48307166,2
1.0238702,0.38194793,0.44337815,0.4,0.47802913,2
1.1825647,0.794034,0.67805475,0.09948413,0.518978,2
0.9257108,0.3578932,0.5553825,0.05,0.47066715,2
0.8011391,0.24947806,0.5594797,0.05,0.43383807,2
0.9862202,0.6456144,0.8525502,0.18156752,0.4785657,2
1.2,0.8183164,0.6584039,0.1135396,0.49342096,2
0.8644368,0.44395918,0.66185015,0.05914614,0.48520213,2
1.0247777,0.4249001,0.4802484,0.29727107,0.47473392,2
0.7898118,0.33970606,0.6536209,0.15070991,0.44849813,2
0.90289265,0.5723122,0.8863996,0.05278354,0.4902824,2
0.9201242,0.4764303,0.63746786,0.26513812,0.5188723,2
1.1893725,0.65257466,0.64294404,0.07522838,0.52836895,2
0.8882731,0.37415946,0.69187856,0.09257126,0.5679026,2
1.2,0.8061759,0.6580173,0.14326826,0.52247685,2
1.1944807,0.60228884,0.4257973,0.3179508,0.47590664,2
0.8811764,0.4738252,0.7036808,0.16922037,0.5340037,2
1.0936203,0.2566471,0.41822812,0.14690715,0.47835544,2
0.8373931,0.2118544,0.47243217,0.120790094,0.46722808,2
1.0988162,0.8556222,0.79509044,0.06615052,0.54328895,2
1.2,0.6938024,0.5914978,0.26345658,0.48868284,2
0.9525575,0.36448875,0.44447303,0.1251539,0.46325243,2
1.0169008,0.5012896,0.59251684,0.24045376,0.52989846,2
0.681561,0.24323294,0.6601038,0.15641846,0.39787403,2
1.2,0.61160785,0.48558196,0.23879717,0.49037665,2
0.82732517,0.41476727,0.7644523,0.14758545,0.50362146,2
0.997777,0.67166954,0.9597896,0.05894495,0.4868491,2
1.0489476,0.26534495,0.3452649,0.22683406,0.5009711,2
1.1557996,0.69459623,0.62590486,0.23615868,0.54998595,2
0.9631401,0.25125512,0.35179853,0.30297527,0.46787474,2
1.1152711,0.6760851,0.60532594,0.05,0.49411783,2
0.9453595,0.30812797,0.38509262,0.05,0.51221853,2
0.7874712,0.33129555,0.6350578,0.20175447,0.5158019,2
1.1881644,0.966168,0.84801376,0.12978946,0.5068562,2
0.94770217,0.6646033,0.9047108,0.2982152,0.5381952,2
0.9053505,0.4379455,0.56814104,0.24659328,0.5056899,2
0.91931456,0.44531295,0.78435916,0.097128645,0.48535106,2
0.7458678,0.55147576,0.96002215,0.069254816,0.52156544,2
1.0409847,0.61572033,0.6623451,0.19214128,0.5730148,2
0.8320632,0.26811308,0.4775615,0.22616917,0.4796271,2
1.2,0.7654693,0.64040154,0.4,0.4943495,2
0.9799602,0.6297267,0.8491997,0.14287294,0.5059699,2
1.1664042,0.7927869,0.75165594,0.05,0.4546051,2
0.8345059,0.3585686,0.5711293,0.16838624,0.5010328,2
0.932536,0.22600554,0.34013987,0.4,0.3917704,2
1.1411564,0.44387352,0.41208616,0.2321603,0.4984835,2
1.1793855,0.9799482,0.88578236,0.22879463,0.52335757,2
1.1762195,0.52841854,0.5662097,0.32194492,0.46595085,2
1.0696632,0.62782204,0.7830539,0.12656544,0.54002213,2
0.8255966,0.45513102,0.681577,0.05,0.5001432,2
1.1396241,0.5595628,0.51218575,0.34781292,0.521758,2
0.83565944,0.2891193,0.560867,0.38689324,0.5161477,2
0.9055992,0.42886066,0.5011474,0.08077665,0.44502425,2
1.1001742,0.80844194,0.79270136,0.05,0.53366935,2
0.9057105,0.3893526,0.50555617,0.05,0.48536128,2
0.93293786,0.6412594,0.94085735,0.22579336,0.4630534,2
0.9599142,0.50867707,0.6802596,0.13126428,0.52936095,2
1.140091,0.38353398,0.42238247,0.18664336,0.44701394,2
1.1271306,0.7937299,0.80826384,0.23475651,0.47904631,2
1.2,0.7035494,0.44901422,0.23309992,0.504148,2
1.0849501,0.25666764,0.30888587,0.289819,0.45465428,2
1.1560372,0.8526049,0.77055675,0.05,0.5331221,2
0.87733537,0.37043208,0.637659,0.11075932,0.51046264,2
1.1401156,0.67649096,0.64561737,0.05,0.54081285,2
1.18497,0.30665463,0.31898573,0.14502026,0.4627078,2
1.1090713,0.63241,0.6333796,0.4,0.4198881,2
0.7343582,0.3433246,0.7771295,0.2235214,0.48069984,2
0.7644905,0.24819008,0.6335279,0.2765981,0.5527475,2
0.9167573,0.33412382,0.45879352,0.35247868,0.475787,2
1.0314522,0.41471726,0.4480318,0.05,0.46142522,2
0.8580361,0.38777414,0.6315036,0.10484281,0.5138023,2
1.0690821,0.8433848,0.85593456,0.30940372,0.48470387,2
0.970294,0.39486933,0.5044553,0.14822014,0.48731792,2
1.0697937,0.7132391,0.7806888,0.27582282,0.5261244,2
1.0490161,0.59048384,0.64051414,0.17549445,0.4908595,2
0.87837714,0.23869789,0.44809726,0.11046966,0.5184235,2
1.0749998,0.73037773,0.74560934,0.4,0.556328,2
1.0934217,0.72432435,0.69299924,0.21993925,0.4832766,2
0.9170928,0.60007334,0.71071965,0.25084794,0.46663892,2
0.9817602,0.6499802,0.8457486,0.31592157,0.42066792,2
0.9144364,0.29910323,0.5405888,0.05,0.4571305,2
0.92574334,0.30818206,0.46820587,0.13717122,0.537198,2
0.94806063,0.3017207,0.24716815,0.05,0.4243007,2
1.1143053,0.44930688,0.53172344,0.2404847,0.48009506,2
0.73726815,0.2869427,0.73144925,0.0649093,0.47074008,2
1.1419387,1.0679191,0.922752,0.32042894,0.5030393,2
1.1708044,0.3810716,0.35543597,0.05,0.5215821,2
1.0524199,0.55593395,0.5701201,0.17389643,0.45637286,2
1.1193347,0.5264528,0.4561391,0.05,0.57566625,2
1.1821743,0.54325575,0.52959526,0.1051908,0.45609024,2
0.7922019,0.2740877,0.6323189,0.1217418,0.475526,2
0.84395385,0.46135908,0.72563493,0.25463444,0.48864236,2
1.1758316,0.57062393,0.51615965,0.14148906,0.50091153,2
1.1307137,0.43168187,0.39110574,0.098752216,0.4732898,2
1.151331,0.60378164,0.5490886,0.29104662,0.55944943,2
0.7726844,0.35491225,0.4314643,0.079756774,0.47944304,2
1.1790719,0.44310907,0.38404158,0.18897676,0.48338684,2
0.65157545,0.21103096,0.46475857,0.2685545,0.44366887,2
1.1984861,0.37479332,0.31708118,0.4,0.5044682,2
1.1426154,0.7958456,0.69032794,0.05,0.48998603,2
1.0091243,0.39867964,0.4841078,0.05,0.51677614,2
0.8239695,0.43439874,0.6673536,0.05,0.56842744,2
1.1997753,0.7455094,0.64743286,0.05,0.45986214,2
1.0473115,0.41669142,0.4440852,0.078655235,0.4983187,2
0.89245486,0.59988916,0.83087915,0.10802432,0.48854634,2
1.0275922,0.5128943,0.63398576,0.05,0.488861,2
0.91697764,0.38689563,0.58347994,0.14761232,0.5175749,2
0.91249925,0.63213193,0.8655228,0.15808012,0.48039675,2
0.6832915,0.17631285,0.3112129,0.2779936,0.5118551,2
1.1576604,0.76476806,0.64740247,0.1982409,0.49679506,2
0.70601785,0.29876715,0.67057973,0.116993636,0.5562654,2
1.124812,0.6247128,0.6296135,0.30249062,0.48160273,2
1.2,0.20538217,0.21158653,0.05,0.54761106,2
0.73065746,0.12516487,0.3412088,0.16328545,0.47121814,2
1.1050986,0.54779303,0.54784733,0.09073755,0.5283489,2
0.9985715,0.4094349,0.50604296,0.13917658,0.4921173,2
0.78117836,0.3172242,0.6407585,0.31762186,0.4521108,2
1.098231,0.37547177,0.39786187,0.2181184,0.48991257,2
1.0022799,0.49835706,0.61353374,0.12947702,0.4803504,2
1.0991801,0.38923436,0.27339882,0.14670302,0.47075638,2
1.0092244,0.43711343,0.55932033,0.18089908,0.5118319,2
1.0813184,0.4791637,0.37654808,0.112831354,0.4848181,2
1.2,0.65015686,0.6714335,0.05,0.48833266,2
0.91076684,0.26011515,0.38084275,0.05,0.48330802,2
0.95476264,0.47759598,0.5976324,0.18405557,0.45567393,2
0.94452125,0.35827813,0.52243465,0.06634151,0.43943033,2
0.93755496,0.3567056,0.44885483,0.05,0.4859291,2
1.113849,0.66857016,0.6491134,0.065951966,0.4612067,2
1.0371612,0.479329,0.6554012,0.16052969,0.52532583,2
0.9297002,0.45242214,0.7221305,0.16818021,0.5017528,2
0.8384839,0.38159743,0.53061277,0.17887083,0.48802128,2
1.0330849,0.43091804,0.47449192,0.05,0.50475407,2
1.0988702,0.48042366,0.56593454,0.11384342,0.41922605,2
1.2,0.51734865,0.37718806,0.18763447,0.48304465,2
1.0211002,0.45005545,0.51422876,0.2820253,0.4801596,2
0.9401056,0.37656528,0.46944818,0.12664434,0.5041841,2
0.64337504,0.13944659,0.5974667,0.05,0.51094395,2
0.8573276,0.3669809,0.7221133,0.050136086,0.48482218,2
0.87590504,0.60138655,0.9306518,0.22619918,0.45242256,2
1.1196513,0.7886525,0.8085014,0.3917754,0.53541064,2
0.98323923,0.38504517,0.5156788,0.37440488,0.45086503,2
1.2,0.48563227,0.4147278,0.2909251,0.50610137,2
0.9762365,0.43116358,0.59577304,0.09876652,0.49872547,2
0.9989461,0.49816057,0.61943984,0.19364698,0.45466936,2
0.80531967,0.32459402,0.65138817,0.21550329,0.52345103,2
0.8462119,0.18734774,0.389669,0.34698695,0.52172244,2
0.95211196,0.3495903,0.49145973,0.36299106,0.5143335,2
1.0201404,0.59463054,0.5851552,0.22533788,0.5575796,2
0.9968745,0.64795834,0.8134528,0.4,0.56638604,2
0.98895836,0.6720709,0.83791065,0.13368686,0.5293726,2
1.0858569,0.54276055,0.47857636,0.10429398,0.4960883,2
0.9287215,0.27461293,0.39551115,0.17205648,0.5201875,2
0.72212124,0.35224444,0.7798026,0.05,0.55721,2
0.9015398,0.3973325,0.6532168,0.05,0.4660787,2
0.8225243,0.19858989,0.6217401,0.14096451,0.49876896,2
0.8333782,0.43215635,0.77470106,0.182211,0.4295594,2
1.0956956,0.8015495,0.739181,0.057937324,0.45212469,2
0.9917714,0.6240342,0.72861993,0.13002701,0.4709251,2
1.0920441,0.50649184,0.5228462,0.08763923,0.53850806,2
1.156455,0.62335473,0.56991875,0.38870102,0.49102467,2
0.9073917,0.3599074,0.45381665,0.21012595,0.45516568,2
0.93478674,0.5306287,0.6721867,0.05,0.4939303,2
0.9309584,0.457746,0.6279515,0.05,0.5250964,2
0.87788796,0.41624779,0.6302613,0.18625051,0.51006764,2
0.9506643,0.66237634,0.86816865,0.26321504,0.5764506,2
1.0469538,0.54129493,0.55350375,0.07988606,0.46585834,2
1.2,0.5833291,0.44697618,0.08876178,0.53317726,2
1.0414581,0.47429278,0.6269973,0.07345859,0.52435726,2
1.0550733,0.5704723,0.68106455,0.2038529,0.4951588,2
1.0213778,0.6183533,0.7007247,0.05,0.49857986,2
1.1781713,0.29238802,0.3200209,0.05,0.5173193,2
1.1080915,0.36058158,0.34425178,0.26354918,0.5193986,2
1.0043234,0.36019924,0.47918138,0.23047669,0.49662957,2
1.0565082,0.4131805,0.49715483,0.13473374,0.5219144,2
0.8441409,0.367868,0.60216784,0.37052354,0.4838723,2
0.8429294,0.22106002,0.5364209,0.32117063,0.47184786,2
1.1041838,0.77221006,0.68399733,0.05,0.48955578,2
0.70222455,0.22996931,0.47685385,0.05,0.43928427,2
1.2,0.6911947,0.5585935,0.13497978,0.48635668,2
0.74129206,0.3213659,0.6245392,0.20472792,0.5494479,2
1.0087632,0.43218786,0.5908664,0.33653653,0.55615044,2
0.89259005,0.19543251,0.35769796,0.23180832,0.40319744,2
0.69362926,0.36966962,0.7624135,0.13988462,0.4610493,2
0.7975233,0.25767294,0.57957673,0.18856782,0.5230184,2
0.8892382,0.31374663,0.5521446,0.12401839,0.4956966,2
1.1587273,0.32153994,0.300057,0.12873098,0.5337388,2
0.93320155,0.42879668,0.6128555,0.3387067,0.46226266,2
1.2,0.97894603,0.8110998,0.16177201,0.5151085,2
1.013248,0.60213566,0.8020691,0.059631612,0.46884257,2
0.8488841,0.34060284,0.65356326,0.32228974,0.4895423,2
1.0769019,0.43400282,0.4425752,0.09246356,0.4790037,2
1.2,0.9535679,0.7071607,0.4,0.4984219,2
1.0658646,0.65074575,0.7137333,0.4,0.4579183,2
0.8156315,0.46356058,0.6703986,0.14838651,0.46723747,2
0.7872665,0.25608772,0.58094347,0.05,0.49737522,2
0.5676598,0.1845483,0.6634323,0.3953659,0.48545587,2
1.2,0.6718123,0.50126207,0.31218454,0.4990973,2
0.9536465,0.50282097,0.6158926,0.23747559,0.45958915,2
0.9880597,0.5892939,0.78156805,0.2044703,0.45588833,2
0.9773589,0.68541306,0.84073657,0.05,0.5045371,2
1.0469671,0.6282615,0.7517986,0.111811586,0.49748257,2
1.0011774,0.81959903,0.95993865,0.17725368,0.52159387,2
1.0087411,0.3933985,0.5206459,0.25250718,0.3960997,2
0.8661155,0.2505802,0.4226052,0.21972439,0.44648594,2
0.88779736,0.36610442,0.5314546,0.09527903,0.50262785,2
1.1019882,0.5619999,0.6477426,0.35837942,0.45545167,2
0.89135784,0.21808971,0.4202051,0.4,0.53964037,2
1.1505816,0.55297524,0.53473824,0.18411142,0.43724588,2
1.12512,0.24593914,0.27852547,0.16514288,0.44804376,2
0.84102815,0.4678526,0.719108,0.4,0.4923687,2
0.88926274,0.30434912,0.44463423,0.13209936,0.47652787,2
1.1605777,0.63993037,0.596033,0.14352189,0.513222,2
0.9346488,0.6030784,0.7973807,0.28736404,0.60142726,2
1.0717382,0.4977638,0.4883878,0.32677686,0.48066306,2
0.92993957,0.3202987,0.5578222,0.2746412,0.5384526,2
1.0763443,0.52831316,0.5796343,0.2425219,0.5155303,2
0.8503529,0.15596572,0.28860787,0.13541462,0.4118233,2
0.7682781,0.1,0.54653347,0.13399848,0.43198767,2
0.86751586,0.5342635,0.97444504,0.118977666,0.50471944,2
1.0153213,0.43791923,0.5601559,0.05,0.4732875,2
0.97752047,0.4644078,0.65222496,0.15652865,0.4792664,2
0.9526415,0.47998893,0.6351123,0.2563725,0.5052716,2
0.7804131,0.25762907,0.62993634,0.100549884,0.5368812,2
0.9732422,0.49253044,0.6270957,0.21216322,0.4903607,2
0.93822813,0.31261897,0.4643994,0.28293067,0.49534628,2
0.90238225,0.40283853,0.60295403,0.13011447,0.5077546,2
1.0670464,0.46344674,0.57248586,0.18682441,0.5657363,2
1.0616689,0.947287,0.9780875,0.10820292,0.4503917,2
0.94770765,0.3838343,0.5600673,0.31092706,0.4981696,2
0.8443611,0.36026007,0.6452165,0.05,0.5472574,2
0.85343033,0.5057979,0.79360354,0.05,0.551644,2
1.0501235,0.7364772,0.8552153,0.15543996,0.47297722,2
0.9533865,0.6405626,0.77716684,0.06819215,0.45473617,2
1.0310415,0.5515061,0.7005638,0.3362307,0.47222215,2
0.9781803,0.5242034,0.7278921,0.22229543,0.52130723,2
1.1440289,0.4334923,0.46149075,0.30739996,0.5923885,2
0.8740109,0.44450042,0.67250115,0.19882268,0.42861217,2
1.0212913,0.6618804,0.72285753,0.18509564,0.48346806,2
1.0937494,0.36074615,0.32164854,0.10529254,0.48488212,2
1.0005729,0.34821928,0.52114433,0.17510143,0.4658264,2
0.79944044,0.2809265,0.55923855,0.2781734,0.5094887,2
0.9884402,0.34326243,0.4505459,0.17940538,0.43751594,2
1.0025142,0.15575998,0.26314473,0.08038987,0.4562309,2
1.0003501,0.49234867,0.7152755,0.3560987,0.59568024,2
1.042752,0.4136742,0.47940403,0.19943266,0.5443508,2
1.0296184,0.7464287,0.912638,0.3706004,0.57822126,2
1.0214015,0.28949258,0.32174224,0.05,0.5634365,2
1.1776425,0.60875815,0.5749756,0.4,0.47400835,2
1.0021778,0.42623684,0.56410164,0.27053207,0.43210962,2
1.1207907,0.45572558,0.45135757,0.3226526,0.49786478,2
0.9481218,0.20377928,0.3920913,0.31721774,0.51884747,2
1.1663054,0.8637537,0.80962074,0.30384952,0.43188953,2
1.0922762,0.57455474,0.53417933,0.05,0.52416897,2
1.0381391,0.33780536,0.4172332,0.20819159,0.4741098,2
1.0217754,0.39385384,0.5123911,0.112752,0.47356403,2
0.9253763,0.63495696,0.87365615,0.19914438,0.5129834,2
0.92477053,0.6006513,0.81576073,0.18184511,0.44179943,2
1.2,0.60544187,0.45185474,0.2977917,0.4983209,2
0.9075251,0.26025268,0.34430146,0.107861705,0.51750994,2
0.75971,0.29468024,0.58189285,0.066948615,0.4686528,2
0.8127654,0.3677038,0.72907573,0.29655695,0.5087326,2
0.9246781,0.41765139,0.587879,0.22303471,0.47409835,2
1.1517947,0.5209451,0.52582103,0.33538842,0.5304142,2
0.785689,0.34824347,0.72868663,0.1038778,0.53443253,2
1.2,1.0451416,0.83833635,0.17214087,0.51259595,2
1.0129274,0.44672427,0.5989468,0.100401565,0.51833224,2
0.89323115,0.33358634,0.452928,0.17806238,0.5384567,2
0.6686036,0.17281264,0.57699305,0.05,0.5240346,2
0.74284065,0.27632833,0.6112043,0.05,0.5173514,2
0.9069937,0.3700252,0.5707527,0.24311095,0.54390764,2
1.0030652,0.5352412,0.62871575,0.17597705,0.5771347,2
0.680962,0.3207725,0.5332524,0.13711937,0.5443076,2
1.024741,0.51333743,0.5566306,0.19673936,0.48986158,2
0.891452,0.35497826,0.44906023,0.08419091,0.53629786,2
1.0153831,0.46475574,0.53526163,0.17415611,0.4847141,2
1.1848146,0.76608837,0.71866894,0.2824426,0.46420527,2
1.2,0.42487457,0.39691246,0.377864,0.5653532,2
1.0373927,0.6061363,0.6095761,0.124202706,0.42418444,2
0.807099,0.30638647,0.6584308,0.15614851,0.44998953,2
0.7053697,0.23757187,0.6412153,0.4,0.5384568,2
0.97106826,0.35864037,0.3923647,0.18487523,0.49060184,2
1.0781475,0.64151794,0.739377,0.05,0.47193795,2
0.76187766,0.21629883,0.36890703,0.30381143,0.45781106,2
0.6366898,0.18637301,0.41955045,0.17919023,0.417238,2
0.8790084,0.28213152,0.5982822,0.33820078,0.50050384,2
0.918996,0.42035446,0.6883733,0.21377175,0.48976803,2
1.0566322,0.42766988,0.44548434,0.26534,0.46191722,2
0.9836661,0.4653924,0.64774084,0.25793052,0.5360453,2
0.84523475,0.32459342,0.6188798,0.3552734,0.4944878,2
1.075775,0.4066894,0.47011828,0.27123156,0.4993923,2
0.7815769,0.34834507,0.52605355,0.05,0.52973694,2
0.85503995,0.22387919,0.39820197,0.05,0.49971932,2
0.8510801,0.4191206,0.73842883,0.33501494,0.46131146,2
0.9719507,0.5147033,0.71338445,0.13383141,0.50073034,2
1.2,0.61842316,0.4392203,0.31968802,0.5078657,2
0.921656,0.42512727,0.68029225,0.05,0.49398682,2
1.0519098,0.32980302,0.43797228,0.05,0.46141374,2
1.2,0.98605347,0.803484,0.16245705,0.49014091,2
1.2,0.92179275,0.6515275,0.305965,0.46241733,2
0.774685,0.35529438,0.804731,0.05,0.41588983,2
0.9468531,0.39422905,0.48584136,0.27605852,0.4700168,2
0.9651603,0.6493273,0.79896504,0.25681135,0.45198664,2
0.82813424,0.31332967,0.5969418,0.05,0.5068109,2
0.99386215,0.43428722,0.68620056,0.25425613,0.5137009,2
1.1918495,0.70864975,0.5803372,0.05,0.4137092,2
0.9412834,0.36668742,0.45735064,0.09071392,0.5026205,2
1.2,0.7279025,0.61927253,0.103398584,0.5104843,2
1.0284287,0.35922256,0.43816146,0.2161736,0.4743032,2
1.1088902,0.51598275,0.5404454,0.05,0.48047566,2
1.1536952,0.6018396,0.45748872,0.22938114,0.5982047,2
1.2,0.55174524,0.4185532,0.26261914,0.48825124,2
0.77878016,0.18310288,0.37351575,0.11449962,0.47295454,2
1.0912743,0.8297228,0.78269154,0.06685444,0.5164326,2
0.9631182,0.34695548,0.48486602,0.4,0.46722087,2
1.0005093,0.49742404,0.605948,0.05,0.49474645,2
0.9726389,0.74535555,0.8731157,0.05855707,0.5747424,2
0.6772032,0.24106069,0.59420794,0.102460116,0.42799848,2
0.79951954,0.24213222,0.558458,0.1612497,0.4576127,2
0.8944421,0.22394407,0.40133628,0.11772774,0.47725785,2
1.1103348,0.79593605,0.70574355,0.3624703,0.47817183,2
0.96468264,0.50645566,0.6276927,0.05,0.55719745,2
1.0615724,0.5382828,0.6202356,0.33710963,0.47568893,2
0.9969059,0.5289563,0.6186753,0.39138174,0.43900275,2
0.99815005,0.3014437,0.33194318,0.12513576,0.49325922,2
0.7699688,0.21032515,0.47189295,0.38692784,0.5440286,2
1.1725943,0.5983023,0.5941289,0.21811353,0.45417628,2
1.0053641,0.69521034,0.8021333,0.28927362,0.4188343,2
1.0655171,0.64831984,0.66784465,0.23945801,0.5074348,2
0.83440834,0.2878222,0.5595725,0.05,0.5105501,2
0.9654445,0.34257436,0.45563307,0.14369676,0.50007087,2
0.9498356,0.249448,0.39834252,0.24325761,0.5202475,2
0.9875872,0.7797953,0.9112831,0.1882113,0.48087034,2
1.1461318,0.52695435,0.5017466,0.05,0.45539835,2
0.92520857,0.42524627,0.5846109,0.05,0.43594852,2
1.0691687,0.47801948,0.5357592,0.16223897,0.50236917,2
1.0894121,0.5436143,0.5835912,0.2541573,0.53331435,2
1.102581,0.39048854,0.43017662,0.36682612,0.48475263,2
0.793725,0.2088507,0.48296377,0.31203136,0.47002828,2
1.2,0.8091463,0.6769179,0.26297244,0.4668331,2
0.9873163,0.5007448,0.56636345,0.28638318,0.551045,2
0.75807625,0.31968522,0.5753901,0.05,0.4986966,2
0.80561066,0.17924826,0.4685319,0.05,0.49578455,2
0.79779273,0.29120842,0.54738164,0.1428946,0.527892,2
0.86020494,0.40576667,0.6866416,0.05,0.57573485,2
1.0184721,0.45620722,0.5999865,0.25022408,0.53742695,2
0.84484524,0.43146905,0.7013177,0.18866043,0.50653183,2
1.1050527,0.5790056,0.5645486,0.16094515,0.5382591,2
0.78944457,0.24358074,0.51098144,0.22838731,0.50536937,2
0.9475102,0.41924524,0.50789404,0.2992135,0.492109,2
1.1735501,0.5986766,0.52482486,0.18573086,0.535324,2
1.1168138,0.4379841,0.4033668,0.14678666,0.49884763,2
0.9555649,0.4352828,0.57480913,0.13291134,0.544689,2
